u0,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,u13,u14,u15,u16,u17,u18,u19,u20,u21,u22,u23,u24,u25,u26,u27,u28,u29,u30,u31,u32,u33,u34,u35,u36,u37,u38,u39,u40,u41,u42,u43,u44,u45,u46,u47,u48,u49,u50,u51,u52,u53,u54,u55,u56,u57,u58,u59,u60,u61,u62,u63,u64,u65,u66,u67,u68,u69,u70,u71,u72,u73,u74,u75,u76,u77,u78,u79,l0,l1,l2,l3,l4,l5,l6,l7,l8,l9,l10,l11,l12,l13,l14,l15,l16,l17,l18,l19,l20,l21,l22,l23,l24,l25,l26,l27,l28,l29,l30,l31,l32,l33,l34,l35,l36,l37,l38,l39,l40,l41,l42,l43,l44,l45,l46,l47,l48,l49,l50,l51,l52,l53,l54,l55,l56,l57,l58,l59,l60,l61,l62,l63,l64,l65,l66,l67,l68,l69,l70,l71,l72,l73,l74,l75,l76,l77,l78,l79,Cl,Cd,Cl/Cd
0.0,0.024999997241032818,0.07499999517303343,0.12499999550932528,0.17499999498089094,0.22499999527736433,0.2749999960078658,0.3499999995039708,0.44999999983184696,0.549999999039556,0.0,0.02999999659243376,0.05899999517274593,0.07699999564930726,0.08829999536750098,0.09549999527831098,0.10049999517683089,0.10449999531460422,0.10364999506350116,0.09724999486650993,0.006250005133917589,0.031249989346403332,0.08749999128284211,0.13749999133695973,0.18749999021589148,0.23749999195082763,0.28749998851517156,0.37916666666544335,0.47500000018943594,0.5749999986166651,0.01437500309778611,0.034374990086987904,0.0647499912598114,0.08024999195861487,0.09062499146631013,0.0970083248200161,0.10195832407087727,0.10570832488382206,0.103083324336739,0.09498332391512414,0.018750005135662304,0.062499999063224766,0.11249999968169083,0.1624999997458904,0.21249999860390104,0.26250000350056,0.3208333323424983,0.424999999474258,0.5249999994624469,0.6249999995835167,0.025625003097879614,0.053249999085680455,0.07374999933999965,0.08597499926869183,0.09399166573660585,0.09904166628278452,0.10329166574538637,0.10421666579026331,0.09951666581789571,0.08729166584010344,0.024999997241032818,0.07499999517303343,0.12499999550932528,0.17499999498089094,0.22499999527736433,0.2749999960078658,0.3499999995039708,0.44999999983184696,0.549999999039556,1.0,0.02999999659243376,0.05899999517274593,0.07699999564930726,0.08829999536750098,0.09549999527831098,0.10049999517683089,0.10449999531460422,0.10364999506350116,0.09724999486650993,0.0,0.3984,0.0064,62.24999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.02540718312154455,0.08358855323581059,0.13822222867880313,0.1864637619027667,0.2352010573148315,0.27992239080768627,0.3601842579210608,0.4634416985883986,0.5713329413690037,0.0,0.02017209477673197,0.04032306550480459,0.04679683846130943,0.04937944698860976,0.05371970805352187,0.061334607254239934,0.07076902584651373,0.07649998279336648,0.07570664988058368,0.006319422622184837,0.03425403915934434,0.09970958000096967,0.1519203814872827,0.19915330589447586,0.25004270185311184,0.29568416070769477,0.3921055590019871,0.4908662564644225,0.6003271448475692,0.009684639399654773,0.022996332897843495,0.04303158645362788,0.04672193435536945,0.05001408409743423,0.05538255909174061,0.06420057491824936,0.07411319379151321,0.07816446153834919,0.07491028173836554,0.016560327083744754,0.0674675264706515,0.12452407587032356,0.17377421791105754,0.22035941277655116,0.2641606209076778,0.32826295684013446,0.43601714071237474,0.5423387378904382,0.6494766231208161,0.01734785665562044,0.0376145445559813,0.04687174256724941,0.048744809879785286,0.05205685701530313,0.058468639590230506,0.06742485790151426,0.07483550404838377,0.07650301802280181,0.06936823271074519,0.02540718312154455,0.08358855323581059,0.13822222867880313,0.1864637619027667,0.2352010573148315,0.27992239080768627,0.3601842579210608,0.4634416985883986,0.5713329413690037,1.0,0.02017209477673197,0.04032306550480459,0.04679683846130943,0.04937944698860976,0.05371970805352187,0.061334607254239934,0.07076902584651373,0.07649998279336648,0.07570664988058368,0.0,0.0,0.02540718312154455,0.08358855323581059,0.13822222867880313,0.1864637619027667,0.2352010573148315,0.27992239080768627,0.3601842579210608,0.4634416985883986,0.5713329413690037,0.0,0.02017209477673197,0.04032306550480459,0.04679683846130943,0.04937944698860976,0.05371970805352187,0.061334607254239934,0.07076902584651373,0.07649998279336648,0.07570664988058368,0.006319422622184837,0.03425403915934434,0.09970958000096967,0.1519203814872827,0.19915330589447586,0.25004270185311184,0.29568416070769477,0.3921055590019871,0.4908662564644225,0.6003271448475692,0.009684639399654773,0.022996332897843495,0.04303158645362788,0.04672193435536945,0.05001408409743423,0.05538255909174061,0.06420057491824936,0.07411319379151321,0.07816446153834919,0.07491028173836554,0.016560327083744754,0.0674675264706515,0.12452407587032356,0.17377421791105754,0.22035941277655116,0.2641606209076778,0.32826295684013446,0.43601714071237474,0.5423387378904382,0.6494766231208161,0.01734785665562044,0.0376145445559813,0.04687174256724941,0.048744809879785286,0.05205685701530313,0.058468639590230506,0.06742485790151426,0.07483550404838377,0.07650301802280181,0.06936823271074519,0.02540718312154455,0.08358855323581059,0.13822222867880313,0.1864637619027667,0.2352010573148315,0.27992239080768627,0.3601842579210608,0.4634416985883986,0.5713329413690037,1.0,0.02017209477673197,0.04032306550480459,0.04679683846130943,0.04937944698860976,0.05371970805352187,0.061334607254239934,0.07076902584651373,0.07649998279336648,0.07570664988058368,0.0,0.3192,0.00809,39.456118665018536
0.0,0.024999997241032818,0.07499999517303343,0.12499999550932528,0.17499999498089094,0.22499999527736433,0.2749999960078658,0.3499999995039708,0.44999999983184696,0.549999999039556,0.0,0.02999999659243376,0.05899999517274593,0.07699999564930726,0.08829999536750098,0.09549999527831098,0.10049999517683089,0.10449999531460422,0.10364999506350116,0.09724999486650993,0.006250005133917589,0.031249989346403332,0.08749999128284211,0.13749999133695973,0.18749999021589148,0.23749999195082763,0.28749998851517156,0.37916666666544335,0.47500000018943594,0.5749999986166651,0.01437500309778611,0.034374990086987904,0.0647499912598114,0.08024999195861487,0.09062499146631013,0.0970083248200161,0.10195832407087727,0.10570832488382206,0.103083324336739,0.09498332391512414,0.018750005135662304,0.062499999063224766,0.11249999968169083,0.1624999997458904,0.21249999860390104,0.26250000350056,0.3208333323424983,0.424999999474258,0.5249999994624469,0.6249999995835167,0.025625003097879614,0.053249999085680455,0.07374999933999965,0.08597499926869183,0.09399166573660585,0.09904166628278452,0.10329166574538637,0.10421666579026331,0.09951666581789571,0.08729166584010344,0.024999997241032818,0.07499999517303343,0.12499999550932528,0.17499999498089094,0.22499999527736433,0.2749999960078658,0.3499999995039708,0.44999999983184696,0.549999999039556,1.0,0.02999999659243376,0.05899999517274593,0.07699999564930726,0.08829999536750098,0.09549999527831098,0.10049999517683089,0.10449999531460422,0.10364999506350116,0.09724999486650993,0.0,0.0,0.024999997241032818,0.07499999517303343,0.12499999550932528,0.17499999498089094,0.22499999527736433,0.2749999960078658,0.3499999995039708,0.44999999983184696,0.549999999039556,0.0,0.02999999659243376,0.05899999517274593,0.07699999564930726,0.08829999536750098,0.09549999527831098,0.10049999517683089,0.10449999531460422,0.10364999506350116,0.09724999486650993,0.006250005133917589,0.031249989346403332,0.08749999128284211,0.13749999133695973,0.18749999021589148,0.23749999195082763,0.28749998851517156,0.37916666666544335,0.47500000018943594,0.5749999986166651,0.01437500309778611,0.034374990086987904,0.0647499912598114,0.08024999195861487,0.09062499146631013,0.0970083248200161,0.10195832407087727,0.10570832488382206,0.103083324336739,0.09498332391512414,0.018750005135662304,0.062499999063224766,0.11249999968169083,0.1624999997458904,0.21249999860390104,0.26250000350056,0.3208333323424983,0.424999999474258,0.5249999994624469,0.6249999995835167,0.025625003097879614,0.053249999085680455,0.07374999933999965,0.08597499926869183,0.09399166573660585,0.09904166628278452,0.10329166574538637,0.10421666579026331,0.09951666581789571,0.08729166584010344,0.024999997241032818,0.07499999517303343,0.12499999550932528,0.17499999498089094,0.22499999527736433,0.2749999960078658,0.3499999995039708,0.44999999983184696,0.549999999039556,1.0,0.02999999659243376,0.05899999517274593,0.07699999564930726,0.08829999536750098,0.09549999527831098,0.10049999517683089,0.10449999531460422,0.10364999506350116,0.09724999486650993,0.0,,,
0.0,0.024035393607374576,0.07143164935336087,0.12042637855116074,0.1723825199446514,0.2279738017076434,0.3053855927969952,0.3851194296987903,0.48605149706711215,0.5842342645132336,0.0,0.029603764705303227,0.05917853079951002,0.07806504312246043,0.0900054900439926,0.09731321797451317,0.0993330953517411,0.10222109355687156,0.10036003821932536,0.0933089497041872,0.006265599571529177,0.029624591002510643,0.0836286161619588,0.13344646244385916,0.18662288974516167,0.24373208111802575,0.3171964876307385,0.4161504446443777,0.5131340538957418,0.6095133742864077,0.014427663749142595,0.03420840897180204,0.0654007943381838,0.08190233263562284,0.09265850601055053,0.09896767355434063,0.10098626459240884,0.10326761966094758,0.09955404160450146,0.0909159878045044,0.01844619621223851,0.05923468254476294,0.10740629465846234,0.15814215014414112,0.21221552229726104,0.29357469796325186,0.3540884147532029,0.45896894023848245,0.5589551547400594,0.6546050479165403,0.02499912043880442,0.05295626726083625,0.07422775360929802,0.08735247407743466,0.09565876239468571,0.09767992611107337,0.10117456745279554,0.10116603483414927,0.09570191160387,0.08327448399347652,0.024035393607374576,0.07143164935336087,0.12042637855116074,0.1723825199446514,0.2279738017076434,0.3053855927969952,0.3851194296987903,0.48605149706711215,0.5842342645132336,1.0,0.029603764705303227,0.05917853079951002,0.07806504312246043,0.0900054900439926,0.09731321797451317,0.0993330953517411,0.10222109355687156,0.10036003821932536,0.0933089497041872,0.0,0.0,0.024035393607374576,0.07143164935336087,0.12042637855116074,0.1723825199446514,0.2279738017076434,0.3053855927969952,0.3851194296987903,0.48605149706711215,0.5842342645132336,0.0,0.029603764705303227,0.05917853079951002,0.07806504312246043,0.0900054900439926,0.09731321797451317,0.0993330953517411,0.10222109355687156,0.10036003821932536,0.0933089497041872,0.006265599571529177,0.029624591002510643,0.0836286161619588,0.13344646244385916,0.18662288974516167,0.24373208111802575,0.3171964876307385,0.4161504446443777,0.5131340538957418,0.6095133742864077,0.014427663749142595,0.03420840897180204,0.0654007943381838,0.08190233263562284,0.09265850601055053,0.09896767355434063,0.10098626459240884,0.10326761966094758,0.09955404160450146,0.0909159878045044,0.01844619621223851,0.05923468254476294,0.10740629465846234,0.15814215014414112,0.21221552229726104,0.29357469796325186,0.3540884147532029,0.45896894023848245,0.5589551547400594,0.6546050479165403,0.02499912043880442,0.05295626726083625,0.07422775360929802,0.08735247407743466,0.09565876239468571,0.09767992611107337,0.10117456745279554,0.10116603483414927,0.09570191160387,0.08327448399347652,0.024035393607374576,0.07143164935336087,0.12042637855116074,0.1723825199446514,0.2279738017076434,0.3053855927969952,0.3851194296987903,0.48605149706711215,0.5842342645132336,1.0,0.029603764705303227,0.05917853079951002,0.07806504312246043,0.0900054900439926,0.09731321797451317,0.0993330953517411,0.10222109355687156,0.10036003821932536,0.0933089497041872,0.0,0.3388,0.00775,43.71612903225807
0.0,0.02411020276297535,0.07342636696447824,0.1212618583078488,0.16773682363297782,0.2160915150463361,0.30060839133636386,0.3695035122283615,0.45916747907184,0.5507690852151321,0.0,0.026298836380718213,0.051937254299004296,0.06551757689476663,0.07311805290193195,0.07901968619355243,0.08047052816502495,0.08712214440644465,0.0909636795120841,0.08952209454054072,0.006422291983967455,0.030433030879366805,0.08584647338425447,0.13303377762922708,0.1795143299508455,0.2288264589540641,0.3047583293264127,0.3962254267953722,0.4820301522710491,0.5742631459463388,0.012502001222986229,0.030345116232912694,0.05641272519478993,0.06766910694618944,0.07466003351620358,0.08058853055188274,0.08321657747315314,0.08967153786766309,0.09212315487899864,0.0886218602471373,0.017787374646583896,0.06100626054470201,0.10948993898647053,0.15595931731511012,0.20335657113860814,0.296458453346315,0.34278159766135075,0.43630480587263093,0.5272750244839255,0.6212256279526307,0.02225255652852373,0.04746178340321866,0.06336604684334382,0.07157607228766032,0.07745084183522212,0.07772447885689676,0.08457275094522622,0.08980420414516957,0.09042232883394415,0.08252884721751949,0.02411020276297535,0.07342636696447824,0.1212618583078488,0.16773682363297782,0.2160915150463361,0.30060839133636386,0.3695035122283615,0.45916747907184,0.5507690852151321,1.0,0.026298836380718213,0.051937254299004296,0.06551757689476663,0.07311805290193195,0.07901968619355243,0.08047052816502495,0.08712214440644465,0.0909636795120841,0.08952209454054072,0.0,0.0,0.02411020276297535,0.07342636696447824,0.1212618583078488,0.16773682363297782,0.2160915150463361,0.30060839133636386,0.3695035122283615,0.45916747907184,0.5507690852151321,0.0,0.026298836380718213,0.051937254299004296,0.06551757689476663,0.07311805290193195,0.07901968619355243,0.08047052816502495,0.08712214440644465,0.0909636795120841,0.08952209454054072,0.006422291983967455,0.030433030879366805,0.08584647338425447,0.13303377762922708,0.1795143299508455,0.2288264589540641,0.3047583293264127,0.3962254267953722,0.4820301522710491,0.5742631459463388,0.012502001222986229,0.030345116232912694,0.05641272519478993,0.06766910694618944,0.07466003351620358,0.08058853055188274,0.08321657747315314,0.08967153786766309,0.09212315487899864,0.0886218602471373,0.017787374646583896,0.06100626054470201,0.10948993898647053,0.15595931731511012,0.20335657113860814,0.296458453346315,0.34278159766135075,0.43630480587263093,0.5272750244839255,0.6212256279526307,0.02225255652852373,0.04746178340321866,0.06336604684334382,0.07157607228766032,0.07745084183522212,0.07772447885689676,0.08457275094522622,0.08980420414516957,0.09042232883394415,0.08252884721751949,0.02411020276297535,0.07342636696447824,0.1212618583078488,0.16773682363297782,0.2160915150463361,0.30060839133636386,0.3695035122283615,0.45916747907184,0.5507690852151321,1.0,0.026298836380718213,0.051937254299004296,0.06551757689476663,0.07311805290193195,0.07901968619355243,0.08047052816502495,0.08712214440644465,0.0909636795120841,0.08952209454054072,0.0,0.2261,0.00783,28.87611749680715
0.0,0.022232258009585473,0.06325587591459025,0.10762680978954652,0.15886947098962745,0.21955485083942344,0.30444738451351355,0.39850759110778494,0.5137654059084757,0.6218507936963248,0.0,0.028278037875838245,0.057195408657131803,0.07717173311026841,0.09097951190631264,0.09965740400380955,0.10257168684529501,0.10455259779515817,0.1000483691816425,0.08967136561258221,0.00610146068700633,0.026108600261128184,0.07398797409614229,0.12002075330069185,0.17425248713118308,0.23965740894898718,0.32317705776611344,0.43486302811732247,0.5466950711465957,0.6495291637899051,0.014604981279753694,0.03213714498707926,0.06383628636847703,0.08167420119232524,0.09442034774715008,0.10184966320759128,0.10418392542147081,0.10519632319013789,0.09822014821807623,0.08644255413675356,0.01835591575804276,0.05252377773303822,0.09523286627840118,0.14348645484807182,0.1994522927298597,0.28571771126091366,0.3621521540982474,0.4808357406703559,0.5941724236027445,0.6928835858301619,0.024418930764597235,0.050554530945786574,0.07266926502821158,0.08753867606547519,0.09746514480002783,0.1009594482691192,0.10390887240017846,0.10187659014520878,0.09290017708841086,0.07797508649696935,0.022232258009585473,0.06325587591459025,0.10762680978954652,0.15886947098962745,0.21955485083942344,0.30444738451351355,0.39850759110778494,0.5137654059084757,0.6218507936963248,1.0,0.028278037875838245,0.057195408657131803,0.07717173311026841,0.09097951190631264,0.09965740400380955,0.10257168684529501,0.10455259779515817,0.1000483691816425,0.08967136561258221,0.0,0.0,0.022232258009585473,0.06325587591459025,0.10762680978954652,0.15886947098962745,0.21955485083942344,0.30444738451351355,0.39850759110778494,0.5137654059084757,0.6218507936963248,0.0,0.028278037875838245,0.057195408657131803,0.07717173311026841,0.09097951190631264,0.09965740400380955,0.10257168684529501,0.10455259779515817,0.1000483691816425,0.08967136561258221,0.00610146068700633,0.026108600261128184,0.07398797409614229,0.12002075330069185,0.17425248713118308,0.23965740894898718,0.32317705776611344,0.43486302811732247,0.5466950711465957,0.6495291637899051,0.014604981279753694,0.03213714498707926,0.06383628636847703,0.08167420119232524,0.09442034774715008,0.10184966320759128,0.10418392542147081,0.10519632319013789,0.09822014821807623,0.08644255413675356,0.01835591575804276,0.05252377773303822,0.09523286627840118,0.14348645484807182,0.1994522927298597,0.28571771126091366,0.3621521540982474,0.4808357406703559,0.5941724236027445,0.6928835858301619,0.024418930764597235,0.050554530945786574,0.07266926502821158,0.08753867606547519,0.09746514480002783,0.1009594482691192,0.10390887240017846,0.10187659014520878,0.09290017708841086,0.07797508649696935,0.022232258009585473,0.06325587591459025,0.10762680978954652,0.15886947098962745,0.21955485083942344,0.30444738451351355,0.39850759110778494,0.5137654059084757,0.6218507936963248,1.0,0.028278037875838245,0.057195408657131803,0.07717173311026841,0.09097951190631264,0.09965740400380955,0.10257168684529501,0.10455259779515817,0.1000483691816425,0.08967136561258221,0.0,0.4041,0.00748,54.024064171123
0.0,0.018812519832074423,0.046902970492671,0.07921718879513798,0.12220119270022547,0.18346040585691226,0.2880301365767315,0.38656625677193235,0.5030473035972503,0.6084443665512761,0.0,0.026759343391456646,0.05468385119714106,0.07630081486121902,0.09284311407136933,0.10387421194760194,0.10604499936955492,0.10833309946243275,0.10416079639264134,0.09428448788240462,0.0061799403262112725,0.019319957042003146,0.05351018788154558,0.0883104720835394,0.13575844214388721,0.20630288537854619,0.3065664134312451,0.423187429749177,0.5372168322373253,0.6344572804468427,0.014501984919707736,0.029924636079159822,0.06153460479725942,0.08174439830464034,0.09710016772110466,0.10672850465620376,0.10799962760814447,0.10914236688534189,0.10237392312177375,0.09129249285047629,0.0183050826221457,0.040295753103796426,0.07012390550673656,0.10864394325656374,0.16061792633527833,0.2694938597222179,0.3499450837946877,0.4688777749571752,0.5824314526557095,0.6764987807115503,0.02359405070375347,0.0478330975970227,0.0708572314177977,0.088586060421634,0.10101991923900011,0.10409037113096536,0.1075238320395236,0.10594766966350892,0.09727648291433295,0.08301343282717528,0.018812519832074423,0.046902970492671,0.07921718879513798,0.12220119270022547,0.18346040585691226,0.2880301365767315,0.38656625677193235,0.5030473035972503,0.6084443665512761,1.0,0.026759343391456646,0.05468385119714106,0.07630081486121902,0.09284311407136933,0.10387421194760194,0.10604499936955492,0.10833309946243275,0.10416079639264134,0.09428448788240462,0.0,0.0,0.018812519832074423,0.046902970492671,0.07921718879513798,0.12220119270022547,0.18346040585691226,0.2880301365767315,0.38656625677193235,0.5030473035972503,0.6084443665512761,0.0,0.026759343391456646,0.05468385119714106,0.07630081486121902,0.09284311407136933,0.10387421194760194,0.10604499936955492,0.10833309946243275,0.10416079639264134,0.09428448788240462,0.0061799403262112725,0.019319957042003146,0.05351018788154558,0.0883104720835394,0.13575844214388721,0.20630288537854619,0.3065664134312451,0.423187429749177,0.5372168322373253,0.6344572804468427,0.014501984919707736,0.029924636079159822,0.06153460479725942,0.08174439830464034,0.09710016772110466,0.10672850465620376,0.10799962760814447,0.10914236688534189,0.10237392312177375,0.09129249285047629,0.0183050826221457,0.040295753103796426,0.07012390550673656,0.10864394325656374,0.16061792633527833,0.2694938597222179,0.3499450837946877,0.4688777749571752,0.5824314526557095,0.6764987807115503,0.02359405070375347,0.0478330975970227,0.0708572314177977,0.088586060421634,0.10101991923900011,0.10409037113096536,0.1075238320395236,0.10594766966350892,0.09727648291433295,0.08301343282717528,0.018812519832074423,0.046902970492671,0.07921718879513798,0.12220119270022547,0.18346040585691226,0.2880301365767315,0.38656625677193235,0.5030473035972503,0.6084443665512761,1.0,0.026759343391456646,0.05468385119714106,0.07630081486121902,0.09284311407136933,0.10387421194760194,0.10604499936955492,0.10833309946243275,0.10416079639264134,0.09428448788240462,0.0,0.2518,0.00871,28.90929965556831
0.0,0.024999997241032818,0.07499999517303343,0.12499999550932528,0.17499999498089094,0.22499999527736433,0.2749999960078658,0.3499999995039708,0.44999999983184696,0.549999999039556,0.0,0.02999999659243376,0.05899999517274593,0.07699999564930726,0.08829999536750098,0.09549999527831098,0.10049999517683089,0.10449999531460422,0.10364999506350116,0.09724999486650993,0.006250005133917589,0.031249989346403332,0.08749999128284211,0.13749999133695973,0.18749999021589148,0.23749999195082763,0.28749998851517156,0.37916666666544335,0.47500000018943594,0.5749999986166651,0.01437500309778611,0.034374990086987904,0.0647499912598114,0.08024999195861487,0.09062499146631013,0.0970083248200161,0.10195832407087727,0.10570832488382206,0.103083324336739,0.09498332391512414,0.018750005135662304,0.062499999063224766,0.11249999968169083,0.1624999997458904,0.21249999860390104,0.26250000350056,0.3208333323424983,0.424999999474258,0.5249999994624469,0.6249999995835167,0.025625003097879614,0.053249999085680455,0.07374999933999965,0.08597499926869183,0.09399166573660585,0.09904166628278452,0.10329166574538637,0.10421666579026331,0.09951666581789571,0.08729166584010344,0.024999997241032818,0.07499999517303343,0.12499999550932528,0.17499999498089094,0.22499999527736433,0.2749999960078658,0.3499999995039708,0.44999999983184696,0.549999999039556,1.0,0.02999999659243376,0.05899999517274593,0.07699999564930726,0.08829999536750098,0.09549999527831098,0.10049999517683089,0.10449999531460422,0.10364999506350116,0.09724999486650993,0.0,0.0,0.024999997241032818,0.07499999517303343,0.12499999550932528,0.17499999498089094,0.22499999527736433,0.2749999960078658,0.3499999995039708,0.44999999983184696,0.549999999039556,0.0,0.02999999659243376,0.05899999517274593,0.07699999564930726,0.08829999536750098,0.09549999527831098,0.10049999517683089,0.10449999531460422,0.10364999506350116,0.09724999486650993,0.006250005133917589,0.031249989346403332,0.08749999128284211,0.13749999133695973,0.18749999021589148,0.23749999195082763,0.28749998851517156,0.37916666666544335,0.47500000018943594,0.5749999986166651,0.01437500309778611,0.034374990086987904,0.0647499912598114,0.08024999195861487,0.09062499146631013,0.0970083248200161,0.10195832407087727,0.10570832488382206,0.103083324336739,0.09498332391512414,0.018750005135662304,0.062499999063224766,0.11249999968169083,0.1624999997458904,0.21249999860390104,0.26250000350056,0.3208333323424983,0.424999999474258,0.5249999994624469,0.6249999995835167,0.025625003097879614,0.053249999085680455,0.07374999933999965,0.08597499926869183,0.09399166573660585,0.09904166628278452,0.10329166574538637,0.10421666579026331,0.09951666581789571,0.08729166584010344,0.024999997241032818,0.07499999517303343,0.12499999550932528,0.17499999498089094,0.22499999527736433,0.2749999960078658,0.3499999995039708,0.44999999983184696,0.549999999039556,1.0,0.02999999659243376,0.05899999517274593,0.07699999564930726,0.08829999536750098,0.09549999527831098,0.10049999517683089,0.10449999531460422,0.10364999506350116,0.09724999486650993,0.0,,,
